Text,label
CNBC reported that â€œCoronavirus patients without symptoms arenâ€™t driving the spread of the virusâ€ based on remarks by a WHO official at a press briefing on 8 June 2020.,0
Asymptomatic carriers of the coronavirus are not the source of infection.,0
Children are able to develop a â€œnaturalâ€ herd immunity against COVID-19.,0
"Wearing a mask, when the temperature is above 26Â°C is strictly prohibited.",0
Prime Minister of Latvia claims that one third of Covid-19 EUR 2 billion recovery budget is planned for unemployment support and other benefits.,0
"A message accompanied by a photo of a poster from the Government delegation in Navarra, Spain, stating â€œinternational vaccination centerâ€. According to the message that is circulating, â€œthese â€˜International Vaccinationâ€™ posters are beginning to be placed in government delegations, it will be the protocol of the new normalâ€ after the quarantine of the coronavirus. It also says that the virus â€œwas only an excuse to get us a mRNA (genetic software) vaccine synchronized to a digital identity.â€",0
A video of a 14-year-old Indian boy named Abhigya Anand who was alleged to have predicted the coronavirus in 2019.,0
French president Emanuel Macron announced a vaccine mandate for Africans willing to travel to Europe,0
"A video of a â€œbaile funkâ€, a kind of Brazilian party. On the caption, it is stated that the party was from last week, after the Supreme Court suspended police operations on Rioâ€™s favelas during the pandemic.",0
"A hot environment, ginger, and ginger can prevent a COVID-19 infection.",0
The body in this video is a COVID-19 patient whose internal organs have been removed.,0
Kerala (India) temple offers special Puja for curing COVID-19 and a rate card for the specific COVID-19 prayer (rituals) has been created by the temple.,0
UV rays from the sun can cure COVID-19.,0
Drinking pigeon membrane slurry can cure COVID-19.,0
"Wearing masks for the coronavirus â€œdecreases oxygen intake, increases toxin inhalation, shuts down immune system, increases virus risk, scientifically inaccurate, effectiveness not studied.â€",0
"Ginger, honey, onion and aspirin recipe cure COVID-19.",0
"Former Brazilian presidential candidate Fernando Haddad threw a birthday party, with guests, while advocating for lockdown.",0
Wearing masks increases oneâ€™s risk of coronavirus infection.,0
The Brazilian Ministry of Health forbade the expression â€œCOVID-19 suspectâ€ to be used on death certificates.,0
Healthcare workers in this video turn their backs when the WHO director appears,0
"Asian giant hornet have been killing people in several countries, in an attack worse than the COVID-19 pandemic.",0
"ID2020 program is looking for world control and the mayor of MedellÃ­n, Colombia, is part of the plot.",0
Onion cures and prevents COVID19.,0
MMS is the treatment for COVID19 and is available now in pharmacies in Iraq.,0
German Chancellor Angela Merkel apologizes to German children because of the quarantine.,0
Onion cures and prevents COVID19.,0
"Wearing masks for the coronavirus â€œdecreases oxygen intake, increases toxin inhalation, shuts down immune system, increases virus risk, scientifically inaccurate, effectiveness not studied.â€",0
Latvian conspiracy web site uses Norwayâ€™s decision to suspend the smartphone app Smittestopp (â€œinfection stopâ€) and claiming that similar app in Latvia is invading peopleâ€™s privacy too.,0
The influenza mortality rate is higher than the COVID-19 mortality rate.,0
An image of the Argentinian President Alberto FernÃ¡ndez with officials during the pandemic without masks and without respecting social distancing.,0
The vaccine against the new coronavirus has existed since 2001.,0
The Brazilian Ministry of Health forbade the expression â€œCOVID-19 suspectâ€ to be used on death certificates.,0
"Donald Trump published on his Twitter account that Brazilian president â€œJavierâ€ Bolsonaro is a â€œgreat guyâ€, but that his COVID-19 policies are leading to a â€œgenocideâ€.",0
"A picture with an old man sitting on the ground, and a caption saying that while he was hospitalized for COVID-19 his house was occupied by a Roma family.",0
"A message that states that â€œAn asymptomatic person is a HEALTHY person. He is someone who has a virus but his body developed antibodies. This is calledâ€ attenuated virus â€œ, which means that he dominated the virus thanks to his healthy lifestyle habits. This person does not spread the virus, but communicates antibodies to the rest of the people and generates herd immunity.",0
"Former Brazilian presidential candidate Fernando Haddad threw a birthday party, with guests, while advocating for lockdown.",0
"The WHO stated that asymptomatic spread of COVID-19 is â€œvery rareâ€, therefore physical distancing and face masks are not necessary.",0
Drinking pigeon membrane slurry can cure COVID-19.,0
Those 0 mortuary bags prove COVID-19 is a hoax,0
"The WHO stated that asymptomatic spread of COVID-19 is â€œvery rareâ€, therefore physical distancing and face masks are not necessary.",0
"Ginger, honey, onion and aspirin recipe cure COVID-19.",0
A WhatsApp message that states that COVID-19 means â€œCertificate of identification of vaccination with artificial intelligenceâ€; which is intended through the disease to carry out an international plan for the control and reduction of populations.,0
"A message that states that â€œAn asymptomatic person is a HEALTHY person. He is someone who has a virus but his body developed antibodies. This is calledâ€ attenuated virus â€œ, which means that he dominated the virus thanks to his healthy lifestyle habits. This person does not spread the virus, but communicates antibodies to the rest of the people and generates herd immunity.",0
"A picture with an old man sitting on the ground, and a caption saying that while he was hospitalized for COVID-19 his house was occupied by a Roma family.",0
Ramakrishna Hospital is sealed after its staff tested Covid-19 positive.,0
An image of the Argentinian President Alberto FernÃ¡ndez with officials during the pandemic without masks and without respecting social distancing.,0
A meme posted on Facebook claims South Africaâ€™s president and ruling party politicians recently celebrated a high-profile birthday and flouted lockdown rules in the process.,0
A school in Delhi is selling Facemasks for 400 rupees to students,0
"Fisiol, mucosolvan and fluimucil are reccommended for COVID-19 treatment.",0
Multiple posts shared repeatedly on Facebook and Twitter claim COVID-19 means â€œsee a sheep surrenderâ€ in Latin.,0
Doctors from all over the world have elected hydroxychloroquin â€œmost effective treatment against Covid-19â€.,0
Facebook posts shared thousands of times claim the coronavirus pandemic is a cover for a Gates Foundation-funded effort to implant microchips when patientsâ€™ noses or throats are swabbed during COVID-19 testing.,0
Nanochips were found in COVID-19 vaccines.,0
In photos circulating social media we see a woman carrying body bags of COVID-19 cases with extreme ease thus proving that COVID-19 deaths are staged.,0
Chlorine Dioxide (CLO2) cures the bug that worries the governments all around the world so much.,0
Dawood Ibrahim died of Covid-19.,0
Forbes magazine ranked Tunisia as the most important tourist destination in the world after the Covid-19 crisis.,0
Text claims that â€œtwo epidemiologists from the Institute of Public Health of the Republic of North Macedonia tested positive for coronavirus.â€,0
Coronavirus is actually an expanded exosome caused by 5G.,0
"Multiple posts shared repeatedly on Facebook state Android users in Australia have been automatically signed up to COVIDSafe, the governmentâ€™s COVID-19 contact tracing app, through an application programming interface (API) operated by Google.",0
Aerial footage of a large procession of people has been viewed hundreds of thousands of times on Facebook alongside claims that the video shows protests in the US during the COVID-19 pandemic.,0
Dr Uma Kumar of AIIMS gave an interview on coronavirus.,0
Boldo tea prevents COVID-19.,0
"Face masks cause hypoxia; wearing it causes one to inhale too much carbon dioxide, which can make you sick.",0
COVID-19 is not new and an old textbook gives out its treatment.,0
A video where a man accuses the Italian Civil Protection and the government of Regione Piemonte of having distributed protective masks â€œpoisonedâ€ them with zinc pyrithione.,0
"Audio warns residents of Barranquilla, Colombia, that hospitals are infecting people with COVID-19 to collect compensation.",0
It is possible to â€œboostâ€ our immune system.,0
Vice President Leni Robredo is shown in a quote card saying basketball can now be played under a more relaxed quarantine setup as long as players are three meters away from each other.,0
"Tasuku Honjo, Nobel prize winner, stated that the SARS-Cov-2 was made in a lab in Wuhan, where he used to work.",0
A chain on plasma donation of recovered COVID-19: any person who has recovered can donate plasma to 9 people.,0
A man says that coronavirus was created to keep people inside homes and install 5G antennas.,0
Dr Uma Kumar from AIIMS Delhi gave interview regarding immunity boosting tips.,0
Data showing that socialist countries handle coronavirus better.,0
Facebook post claiming that the government of Germany is giving â‚¬300 bonus a month for every child with their â‚¬130 billion stimulus package following the COVID-19 crisis.,0
Boldo tea prevents COVID-19.,0
"The Anhembi field hospital, in SÃ£o Paulo, Brasil is empty. A video allegedly proves it.",0
COVID-19 is not new and an old textbook gives out its treatment.,0
List of recommendations from US virologist Robert Ray Redfield that has spread on social media.,0
A WhatsApp message that warns about the installation of an application called â€œCOVID-19 ABTraceTogetherâ€. The chain message asks the reader to to unfriend their friends on Facebook as well as delete their contactsâ€™ phone numbers if they intend to use it because by doing so â€œeveryone your contacts will be known â€œagainstâ€ your will and knowledgeâ€.,0
Dr Uma Kumar of AIIMS gave an interview on coronavirus.,0
Hand sanitiser can go on fire if left in a car in hot weather.,0
The death of the Egyptian actress Rajaa El-Gedawy after contracting Covid-19.,0
Vice President Leni Robredo is shown in a quote card saying basketball can now be played under a more relaxed quarantine setup as long as players are three meters away from each other.,0
â€œCOV 19â€ was found inscribed on a circuit board for a 5G mast.,0
A chain on plasma donation of recovered COVID-19: any person who has recovered can donate plasma to 9 people.,0
Azithromycin and ivermectin are efficient medicines to cure COVID-19.,0
A WhatsApp message that warns about the installation of an application called â€œCOVID-19 ABTraceTogetherâ€. The chain message asks the reader to to unfriend their friends on Facebook as well as delete their contactsâ€™ phone numbers if they intend to use it because by doing so â€œeveryone your contacts will be known â€œagainstâ€ your will and knowledgeâ€.,0
Guatemalan Health Minister Hugo Monroy assured that the consumption of Red Bull mixed with alcohol was one of the causes of death in young people diagnosed with COVID-19.,0
"Yopal, Colombia, already has deaths from coronavirus",0
Italy has discovered that COVID-19 is a bacterium rather than a virus.,0
Gargling by salt water and inhaling hot water cures COVID19.,0
"A picture taken in Colombia which shows a girl who fainted. The caption claims that the vaccine for COVID-19 is starting to be distributed in poorer countries, but 200 girls fainted after the injection.",0
"David Ickeâ€™s claims that 5G poisons cells, and Bill Gates plans to control population with an invisible ink",0
"â€œN95 masks block few, if anyâ€ COVID-19 particles due to their size.",0
"Horrific pictures of large numbers of victims of Covid-19. â€œToday, Americaâ€™s Game has been exposed, a young man with an enveloped doll to look like a victim of the virus, but in 1ity they are all just dolls that have been wrapped and spread on the streets of Americaâ€, says the caption.",0
"Maria VirgÃ­nia Casagrande, first lady of the Brazilian State of Espirito Santo, was cured of COVID-19 after being treated with a protocol of hydroxychloroquine and azithromycin.",0
"A video claims to show a â€œdeadly insect attackâ€ in China, India and Iran, in which the insect can supposedly kill a person with just one bite.",0
"A meme shared thousands of times on Facebook claims people can suffer from reduced oxygen to their blood and brain, possibly leading to death, if they wear a disposable mask for too long.",0
"A picture taken in Colombia which shows a girl who fainted. The caption claims that the vaccine for COVID-19 is starting to be distributed in poorer countries, but 200 girls fainted after the injection.",0
Guatemalan Health Minister Hugo Monroy assured that the consumption of Red Bull mixed with alcohol was one of the causes of death in young people diagnosed with COVID-19.,0
"A video claims to show a â€œdeadly insect attackâ€ in China, India and Iran, in which the insect can supposedly kill a person with just one bite.",0
96.3% of the deaths registered in Italy by COVID-19 died from other pathologies.,0
A text message states that Facebook would have taken advantage of the chaos created by COVID-19 to gain permission to use our personal pictures.,0
"Pedro SÃ¡nchez, President of Spain, said this Wednesday, June 3 in the Congress of Deputies, that â€œtoday we have 0 deceased in our country as a result of COVIDâ€ and that Pablo Casado should be happy that â€œwe havenâ€™t had any death by COVID-19 over the past two daysâ€.",0
Gargling by salt water and inhaling hot water cures COVID19.,0
Bill Gatesâ€™ coronavirus vaccine developed by Oxford researchers caused all test subjects to get coronavirus.,0
Claim that Indian prime minister Modi said one crore (ten million) COVID-19 infected patients have been treated for free.,0
"Maria VirgÃ­nia Casagrande, first lady of the Brazilian State of Espirito Santo, was cured of COVID-19 after being treated with a protocol of hydroxychloroquine and azithromycin.",0
Italy has discovered that COVID-19 is a bacterium rather than a virus.,0
"Yopal, Colombia, already has deaths from coronavirus",0
This video shows a 5G antenna component with Cov-19 mentioned on it,0
"Claim that despite the fact that the crisis headquarters in the North Macedonian town of Stip announced that the textile factories in Stip will be closed due to established cases of coronavirus infections, some of the factories are still working.",0
"A federal investigation in the city of Fortaleza, Brazil, made number of daily recorded deaths fall 90%.",0
"Claim that despite the fact that the crisis headquarters in the North Macedonian town of Stip announced that the textile factories in Stip will be closed due to established cases of coronavirus infections, some of the factories are still working.",0
Drinking pigeon membrane slurry can cure COVID-19.,0
"Indian Home Minister Amit Shah said that the government transferred financial aid of Rs 530 million into the bank accounts of 410 million people during the coronavirus pandemic, which means Rs 1.29 for each person.",0
"A scientific study about the new coronavirus according to which asymptomatic people would not be contagious. The study was conducted in China and it monitored 455 people who got in touch with a 22-years-old asymptomatic patient who tested positive for COVID-19, claiming that none of them caught the disease",0
A cure for COVID-19 was discovered in Italy.,0
"There were no COVID-19 deaths in BelÃ©m, Brazil, on May 30 and May 31.",0
"Despite the fact that the government has not reported a possible resumption of work at the airport, there are airlines that already sell tickets for commercial flights.",0
The US are working on secret biological weapon in Tbilisi-based Lugar Lab. Its researchers conducted reserch on bats back in 2014.,0
French â€œStopcovidâ€ case-tracking app has been secretly installed on smartphones.,0
â€œSheâ€™s just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.â€,0
"Madagascarâ€™s president, Andry Rajoelina, accused the WHO of promising bribes if he â€œpoisonedâ€ an alledged local COVID-19 treatment.",0
The herb named â€œholy leafâ€ or â€œmomoâ€ cures COVID-19 and helps patients breathe.,0
President proposes pet tax to cover expenses for Covid-19.,0
Japanese Nobel laureate Dr. Tasuku Honjo has said China manufactured coronavirus and he once worked at the Wuhan lab which later produced it.,0
A Facebook post makes a series of claims about Italy â€œdefeatingâ€ COVID-19 inclduign that it â€œnothing but intravascular coagulation (thrombosis)â€.It also alleges that Italian doctors who performed autopsies â€œdiscoveredâ€ that COVID-19 â€œis not a virusâ€ but a bacteria that causes death and the formation of blood clots.,0
The US are working on secret biological weapon in Tbilisi-based Lugar Lab. Its researchers conducted reserch on bats back in 2014.,0
President proposes pet tax to cover expenses for Covid-19.,0
Google is secretly installing a COVID-19 app on mobile phones to monitor userâ€™s movements in Spain.,0
"Bill Gates says that the COVID-19 vaccine could kill 700,000 people.",0
Smelling vinegar is not a definitive test to detect symptoms of COVID-19.,0
"A report drafted by a scientific panel appointed by Germanyâ€™s Interior Ministry, declaring the COVID-19 pandemic is a â€œglobal false alarmâ€, was leaked by a former employee.",0
Philippines Vice-President Leni Robredo said that playing basketball is allowed but a distance of 3 meters between each player would be required.,0
Japanese Nobel laureate Dr. Tasuku Honjo has said China manufactured coronavirus and he once worked at the Wuhan lab which later produced it.,0
"A viral message circulating on WhatsApp claims that a vaccine would be available in September 2020, â€œthus ending speculation that the vaccine would not be available until 2021â€.",0
"An article circulating on Facebook and Twitter claims that Nigerian schools will reopen on July 13, 2020, according to a government official.",0
Alkaline water prevents coronavirus contagion.,0
German Commission says the coronavirus is a global false alarm.,0
This table shows death figures in France from January to April.,0
"A federal investigation in the city of Fortaleza, Brazil, made number of daily recorded deaths fall 90%.",0
"Ivan Arias, Bolivian Minister of Public Works, Services and Housing claims â€œ[citizens] have to remove [their beards and mustaches] for their health and that of their familiesâ€, in order to protect themselves from Covid-19",0
Gujarat CM Vijay Rupani said that his government provided ration to 650 million people during the lockdown.,0
These images show bodies of COVID-19 patient dead in the streets in America.,0
"Italy did not follow WHO protocol and did an autopsy on a corpse that died from COVID-19 and 1ised that coronavirus is actually not a virus but a bacterium which gets amplified with 5G electromagnetic radiation that also produces inflammation and hypoxia, and multiple other claims.",0
A photo of a person carrying an alledged corpse with a single hand. The caption states this was a forged funeral.,0
Alkaline water cures the coronavirus.,0
"A video has been shared thousands of times on social media, claiming that circuit boards with “COV-19” inscribed on them are being fitted to 5G towers.",0
"A beverage with aspirin, lemon and hot water cures the coronavirus.",0
"Text claims that the mayor of Stip (North Macedonia), Blagoj Bochvarski accused the citizens of Stip for the increased number of people infected with coronavirus in the town.",0
Coronavirus is defeated. There is a cure using antibodies.,0
"Ivan Arias, Bolivian Minister of Public Works, Services and Housing claims “[citizens] have to remove [their beards and mustaches] for their health and that of their families”, in order to protect themselves from Covid-19",0
"President of Mexico proposes to collect a tax of 500 pesos for each pet, to pay for social programs related to COVID-19.",0
India Today Ticker that says PM Modi has stated that India has treated 1 crore (10 million) COVID-19 patients for free.,0
"Donald Trump has stopped 5G, has canceled Bill Gates’ ID2020 and H.R. 6666 COVID-19 Trace bill.",0
"Ivan Arias, Bolivian Minister of Public Works, Services and Housing claims “[citizens] have to remove [their beards and mustaches] for their health and that of their families”, in order to protect themselves from Covid-19",0
"A COVID vaccine was developed in Naigaon, in the state of Assam (India).",0
India Today Ticker that says PM Modi has stated that India has treated 1 crore (10 million) COVID-19 patients for free.,0
Coronavirus is defeated. There is a cure using antibodies.,0
"Ivan Arias, Bolivian Minister of Public Works, Services and Housing claims “[citizens] have to remove [their beards and mustaches] for their health and that of their families”, in order to protect themselves from Covid-19",0
Spain corrected their number of deaths by Covid-19 from more than 26.000 to 2.000.,0
Gujarat CM Vijay Rupani said that his government provided ration to 650 million people during the lockdown.,0
"President of Mexico proposes to collect a tax of 500 pesos for each pet, to pay for social programs related to COVID-19.",0
A photo of a person carrying an alledged corpse with a single hand. The caption states this was a forged funeral.,0
Sungkai leaves can treat COVID-19 patients.,0
"Italy did not follow WHO protocol and did an autopsy on a corpse that died from COVID-19 and 1ised that coronavirus is actually not a virus but a bacterium which gets amplified with 5G electromagnetic radiation that also produces inflammation and hypoxia, and multiple other claims.",0
These images show bodies of COVID-19 patient dead in the streets in America.,0
Uganda Red Cross Society in partnership with the United States Agency for International Development (USAID).,0
"An Egyptian cleaning worker died while working, wihtout knowing that he had Covid-19.",0
"A Facebook page shared a post announcing that the United States of America will grant 5,000 Nigerians free work Visa for two years.",0
A video claims to show Philippines Sen. Grace Poe heavily criticizing Pres. Rodrigo Duterte and his administration for their “inefficient COVID-19 response” compared to that of the private sector.,0
"In Ukraine, the quarantine measures are gradually being lifted, and the number of infected decreases.",0
"President of Mexico proposes to collect a tax of 500 pesos for each pet, to pay for social programs related to COVID-19.",0
Deaths in Brazil by pneumonia are registered as COVID-19.,0
"There were no COVID-19 deaths in Fortaleza, Brazil, on May 29.",0
"Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for an lung infection, due to breathing in her own carbon dioxide and bacteria.",0
"Video shows 106 dead bodies in Delhi’s Loknayak hospital, in India.",0
The use of masks for COVID-19 causes hypoxia.,0
COVID-19 is not new and an old textbook gives out its treatment.,0
The video of terrible conditions of a COVID-19 ward is from Delhi’s hospital.,0
"Publications on social networks that claims that a coronavirus outbreak after the protests in the Barrio de Salamanca, Madrid, Spain.",0
A picture claiming that Lidl is offering free shopping vouchers for €180 in Italy.,0
Egyptian actor Amir Karara was infected with Covid-19.,0
The COVID-19 pandemic caused the death of 0.003% of the world population.,0
"Orange, lemon and honey prevent from being infected by coronavirus.",0
WHO has declared COVID-19 an endemic disease.,0
"The Spanish flu pandemic happened in 1914, before the First World War, according to the president of the Philippines Rodrigo Duterte.",0
"There were no COVID-19 deaths in Fortaleza, Brazil, on May 29.",0
The use of masks for COVID-19 causes hypoxia.,0
WHO has declared COVID-19 an endemic disease.,0
Photo of several members of the Government without maintaining social distance.,0
"Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for an lung infection, due to breathing in her own carbon dioxide and bacteria.",0
Deaths in Brazil by pneumonia are registered as COVID-19.,0
Coronavirus stays in the throat for four days.,0
"A Facebook page posted that temporary hospitals in Guatemala would be closed, as people diagnosed with COVID-19 could isolate themselves at home. A statement they attributed to an authority in the Ministry of Health.",0
"A photo from the funeral of a recently deceased Sri Lankan politician, Arumugam Thondaman, has been shared thousands of times in multiple Facebook posts. The posts claim the image shows one of Thondaman’s daughters violated Sri Lanka’s mandatory coronavirus quarantine policy for travelers by attending the ceremony shortly after returning to the country from overseas.",0
"Multiple Facebook posts shared thousands of times by Filipino Facebook users make several false claims about a future vaccine for COVID-19, the disease caused by the novel coronavirus. The posts also make claims about a link between a potential vaccine and the rollout of 5G technology.",0
"The fire incident at Rohini flyover in Delhi, India is caused by hand sanitiser.",0
"Egypt finds the cure for COVID-19, which is Redmisivir and starts manufacturaing the drug to distribute it to the public.",0
Lionel Messi said “there was a planetary coup d’etat” with the coronavirus pandemic.,0
WHO introduces online tests to detect new cases of Covid-19 in Egypt.,0
"COVID-19 is the common flu, and the cure for coronavirus pneumonia is easy and cheap.",0
"Facebook posts questioning the existence of the coronavirus, as no supermarket employee has been infected in the world.",0
Lionel Messi said “there was a planetary coup d’etat” with the coronavirus pandemic.,0
"The fire incident at Rohini flyover in Delhi, India is caused by hand sanitiser.",0
"Video shows migrants looting food packets at Hyderabad Railway station, in India.",0
Tamil Nadu (India) government approved Thanikasalam Siddha medicine for COVID-19.,0
COVID-19 can be cured with eucalyptus oil.,0
A photo of a woman wearing an alleged body bag with only one hand is shared as a proof that the pandemic has been 0d.,0
Dr Anthony Fauci said a COVID-19 vaccine must be delivered to people without ‘proper studies’ being carried out.,0
Multiple Facebook posts shared hundreds of times claim that Bill Gates’ “ultimate goal” is to “microchip the [COVID-19] vaccine” to create “virtual IDs”. The posts also claim the billionaire philanthropist was in New Zealand in May and June 2020 “to test and trial the COVID-19 vaccine”.,0
"Coronavirus was created artificially. Actually, people are dying from the effects of 5G technology, according to Leonard Caldwell.",0
"A WHO conference with no distancing, no gloves, no masks.",0
Italian politician asked to take Bill Gates to the International Criminal Court.,0
"The coronavirus is a bacterium that causes thrombosis, Italy defeated the disease and you should take Aspirine, Apronax, zinc and in general drugs that lower your blood pressure.",0
CO2 emissions have been reduced by 8% in the first four months of 2020 because of COVID-19 related lockdowns.,0
Dr. Leonard Coldwell: coronavirus was created artificially for mass chipping.,0
Ivermectin is a drug that cures and prevents COVID-19.,0
"Image claims that a family committed suicide in Jodhpur, India with its picture going viral during lockdown.",0
Man seen in viral images was a COVID-19 patient who fell in love with his lady doctor. The two got engaged in the same hospital in Egypt.,0
COVID-19 can be cured with eucalyptus oil.,0
"A video has been viewed tens of thousands of times in multiple posts on YouTube, Facebook and Twitter which claim it shows US infectious disease expert Dr. Anthony Fauci admitting vaccines are “toxic” and can “make you worse” during a press conference about the novel coronavirus.",0
Italian politician asked to take Bill Gates to the International Criminal Court.,0
A video purporting to show several dead bodies lying beside coronavirus patients in a hospital ward has been viewed thousands of times in multiple posts on Facebook and Twitter alongside a claim it was filmed in the Indian capital of Delhi.,0
Dr. Leonard Coldwell: coronavirus was created artificially for mass chipping.,0
"The coronavirus is a bacterium that causes thrombosis, Italy defeated the disease and you should take Aspirine, Apronax, zinc and in general drugs that lower your blood pressure.",0
"A WHO conference with no distancing, no gloves, no masks.",0
Multiple Facebook posts shared hundreds of times claim that Bill Gates’ “ultimate goal” is to “microchip the [COVID-19] vaccine” to create “virtual IDs”. The posts also claim the billionaire philanthropist was in New Zealand in May and June 2020 “to test and trial the COVID-19 vaccine”.,0
The Palestinian Ministry of Health publishes a segmented map of Palestine in proportion to the terms of the deal of the century.,0
The Italian parliament has called on to arrest Bill Gates.,0
A post claims the plastic packaging containing COVID-19 masks began to decompose under the influence of chemicals in the masks.,0
"São Paulo’s governor João Doria said 215 countries have cases of COVID-19. As there is only 193 countries, the speech of the governor shows the numbers of pandemic are made up.",0
"São Paulo’s governor João Doria said 215 countries have cases of COVID-19. As there is only 193 countries, the speech of the governor shows the numbers of pandemic are made up.",0
"A picture, allegedly published by the press agency Adnkronos, shows a passenger car with the inscription: “COVID-19 deportation plan”.",0
A post claims the plastic packaging containing COVID-19 masks began to decompose under the influence of chemicals in the masks.,0
A Facebook post claiming that the Ugandan government is offering grants to local businesses in an effort to cushion its citizens against the effects of COVID-19 has been shared hundreds of times.,0
United States has given the Ugandan government USD 25 million to pay every adult USD25 a month for 3 months.,0
A vaccine for the coronavirus has been discovered.,0
"An excerpt from a document from the Ministry of Health with the following message: “This document of March 5, from the Government of Spain, requires nursing homes to keep the elderly with COVID-19 symptoms, locked in their rooms, preventing them from going to the hospital to be treated. So they died alone! Tremendous! “",0
Man found alive in burial bag in the Brazilian state of Bahia.,0
Chewing raw onions can cure coronavirus.,0
"Bill Gates, Melinda Gates, Anthony Fauci and the WHO are being charged with genocide.",0
Scientists develop a vaccine that cures COVID-19 in three days.,0
"A video which would show that the Immuni app (the application for contact tracing sponsored by the Italian government) is already active on our smartphones and, therefore, Italian people are being traced without their consent.",0
Portuguese energy company Galp is offering 3 months of free fuel to “help the needy”.,0
Vickvaporub eliminates coronavirus.,0
"The fifth phase of lockdown will be more harsh and strict in the state of Gujrat, India.",0
Man found alive in burial bag in the Brazilian state of Bahia.,0
Scientists develop a vaccine that cures COVID-19 in three days.,0
"South Sudan had recorded 481 COVID-19 cases by May 20, after the announcement of 134 new cases in Juba.",0
"Facebook post claims that the Latvian app Apturi Covid (Stop Covid) which was created to warn people who have been close to  an infected person, will be used so the government can track all the people from the contact list and record their locations.",0
Chewing raw onions can cure coronavirus.,0
"An excerpt from a document from the Ministry of Health with the following message: “This document of March 5, from the Government of Spain, requires nursing homes to keep the elderly with COVID-19 symptoms, locked in their rooms, preventing them from going to the hospital to be treated. So they died alone! Tremendous! “",0
"A female overseas Filipino worker (OFW) in Saudi Arabia was beheaded after testing positive for COVID-19, the disease caused by the novel coronavirus.",0
"The fifth phase of lockdown will be more harsh and strict in the state of Gujrat, India.",0
A study by Bartomeu Payeras i Cifre shows a direct correlation between 5G networks and COVID-19 outbreaks and “demonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G networks”.,0
COVID-19 is just common flu and was produced to make a profit.,0
5G towers have a ‘VOC 19’ component and cause coronavirus.,0
"COVID-19 is primarily a circulatory disease and can be cured without intensive care and use of respirators, a widely spread claim suggests.",0
Asymptomatic infected people “do not infect” other people.,0
Italian doctors have confirmed that COVID-19 is a bacterial disease and not caused by a virus as claimed by a number of authorities.,0
"A Kenyan Facebook page bearing the name and image of Kakamega Governor Wycliffe Oparanya with a post claiming to offer cash relief of Ksh15,000 to Kenyans in distress as a result of the COVID-19 pandemic.",0
An article shared on Facebook claimed that the virus is 0 and proven only by faulty testing.,0
French meterologists announced an historically hot summer with waves of heat.,0
"Ameera al-Taweel, a former Saudi princess and philanthropist, has partnered with the World Health Organization (WHO) to give out COVID-19 relief money on social media.",0
Italian doctors have confirmed that COVID-19 is a bacterial disease and not caused by a virus as claimed by a number of authorities.,0
The contact-tracing app “StopCovid” is installed on the sly on users’ phones.,0
Clarín anticipated the pandemic of the virus that caused COVID-19 in 2003.,0
"“Vaccines are dangerous,” says the German homeopathic organisation Ärzte für Aufklärung, which campaigns against the coronary measures and against vaccines. They give four cases on her website that would show that vaccines can be dangerous. Three of the four cases are misleading, one is uncertain.",0
COVID-19 is in 1ity the result of inflammation cause by a bacterium and therefore that can be cured by use of antibiotics.,0
"The mayor of Barranquilla, Colombia, said that the district has more ICUs per 100,000 inhabitants than Germany. Also that Barranquilla and Santa Marta together have more ICU beds than Peru.",0
The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,0
Photo of a Syrian doctor who was beaten by the quarantined in a quarantine center in Damascus.,0
"COVID-19 is primarily a circulatory disease and can be cured without intensive care and use of respirators, a widely spread claim suggests.",0
"A Kenyan Facebook page bearing the name and image of Kakamega Governor Wycliffe Oparanya with a post claiming to offer cash relief of Ksh15,000 to Kenyans in distress as a result of the COVID-19 pandemic.",0
"Tocilizumab is a drug that can cure 90% of COVID-19 patients, including critical patients.",0
The enhanced community quarantine or ECQ in several regions and cities in the Philippines has been extended until 6/15/2020.,0
French meterologists announced an historically hot summer with waves of heat.,0
Photo of a Syrian doctor who was beaten by the quarantined in a quarantine center in Damascus.,0
"Italian doctors discovered that COVID-19 causes thrombosis instead of pneumonia by doing autopsies on the dead, which is prohibited by the WHO.",0
Image showing how roads to Dubai are covered with sand due to the spread of coronavirus and the imposition of curfews.,0
The Japanese government will finance part of the costs of travelers to it in order to encourage tourism after the end of the coronavirus pandemic.,0
Kerala government is providing free quarantine service only to religious minorities.,0
One person has been stabbed during a protest against the government in the neighbourhood of Moratalaz in Madrid.,0
Clarín anticipated the pandemic of the virus that caused COVID-19 in 2003.,0
The contact-tracing app “StopCovid” is installed on the sly on users’ phones.,0
The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,0
"COVID-19 is primarily a circulatory disease and can be cured without intensive care and use of respirators, a widely spread claim suggests.",0
An article stating that Moderna vaccines had “catastrophic results”.,0
